epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
31,249.458,0.61365,1.28435,2.81293,0.00828,1.12432,0.01,1,0.04269,0.03464,0.01,1,0.10228,0.04941,0.46537,1.10599,2.9192,0.00917,0,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
32,254.734,0.64062,1.15176,2.84022,0.00843,1.01272,0.01,1,0.04269,0.03464,0.01,1,0.10228,0.04941,0.46537,1.10599,2.9192,0.00917,0,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862
33,263.59,0.60216,1.22893,2.85726,0.00853,1.11819,0.01,1,0.04531,0.03917,0.01,1,0.11696,0.05677,0.48311,1.09821,2.83753,0.00973,0,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
34,268.819,0.57416,1.3015,2.76622,0.00765,0.88867,0.01,1,0.04531,0.03917,0.01,1,0.11696,0.05677,0.48311,1.09821,2.83753,0.00973,0,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466
35,274.012,0.65293,1.22411,2.8336,0.0084,0.90146,0.01,1,0.04531,0.03917,0.01,1,0.11696,0.05677,0.48311,1.09821,2.83753,0.00973,0,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
36,282.804,0.53977,1.12845,2.76096,0.00731,0.82467,0.01,1,0.0579,0.04937,0.01,1,0.12418,0.07005,0.46095,1.01225,2.78961,0.009,0,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307
37,288.264,0.58727,1.22464,2.77334,0.00783,1.07443,0.01,1,0.0579,0.04937,0.01,1,0.12418,0.07005,0.46095,1.01225,2.78961,0.009,0,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
38,293.617,0.55626,1.06457,2.73186,0.0078,0.8267,0.01,1,0.0579,0.04937,0.01,1,0.12418,0.07005,0.46095,1.01225,2.78961,0.009,0,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674
39,302.582,0.56335,1.11357,2.67935,0.00723,0.75968,0.01,1,0.08808,0.07076,0.01,1,0.25522,0.11069,0.45561,0.95522,2.67807,0.00882,0,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
40,307.873,0.62633,1.20898,2.69169,0.00779,0.76632,0.01,1,0.08808,0.07076,0.01,1,0.25522,0.11069,0.45561,0.95522,2.67807,0.00882,0,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278
41,316.795,0.70946,1.18044,2.73682,0.01062,0.85611,0.01,1,0.1971,0.16569,0.01,1,0.30087,0.20833,0.42145,0.8812,2.60457,0.00816,0,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
42,322.188,0.60579,1.19069,2.72494,0.00865,0.68385,0.01,1,0.1971,0.16569,0.01,1,0.30087,0.20833,0.42145,0.8812,2.60457,0.00816,0,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882
43,327.565,0.64689,1.27312,2.67917,0.00852,0.85683,0.01,1,0.1971,0.16569,0.01,1,0.30087,0.20833,0.42145,0.8812,2.60457,0.00816,0,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684
44,336.586,0.62532,1.07754,2.68335,0.00886,0.67484,0.01,1,0.30312,0.25965,0.01,1,0.35604,0.27935,0.4637,0.91905,2.52672,0.00899,0,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486
45,342.1,0.56923,0.985,2.52324,0.00786,0.64928,0.01,1,0.30312,0.25965,0.01,1,0.35604,0.27935,0.4637,0.91905,2.52672,0.00899,0,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288
46,347.895,0.61342,1.08874,2.6479,0.00727,0.76797,0.01,1,0.30312,0.25965,0.01,1,0.35604,0.27935,0.4637,0.91905,2.52672,0.00899,0,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109
47,356.973,0.53094,0.94965,2.50676,0.00688,0.55908,0.01,1,0.49923,0.41746,0.01,1,0.51034,0.44931,0.48013,0.89926,2.4316,0.00936,0,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892
48,362.421,0.52419,1.04672,2.46271,0.00781,0.81532,0.01,1,0.49923,0.41746,0.01,1,0.51034,0.44931,0.48013,0.89926,2.4316,0.00936,0,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694
49,371.157,0.57669,1.01535,2.54477,0.00731,0.57271,0.01,1,0.52571,0.46567,0.01,1,0.52571,0.47392,0.45677,0.90907,2.34883,0.00875,0,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496
50,376.684,0.58476,1.17174,2.49293,0.00835,0.5697,0.01,1,0.52571,0.46567,0.01,1,0.52571,0.47392,0.45677,0.90907,2.34883,0.00875,0,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298
51,382.116,0.51865,1.01691,2.43244,0.00694,0.62405,0.01,1,0.52571,0.46567,0.01,1,0.52571,0.47392,0.45677,0.90907,2.34883,0.00875,0,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101
52,390.924,0.60394,1.01703,2.44135,0.00706,0.76653,0.04265,1,0.53858,0.4589,0.04265,1,0.53858,0.46913,0.42703,0.89209,2.2813,0.00796,0,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902
53,396.648,0.59015,0.96281,2.41194,0.00704,0.71958,0.04265,1,0.53858,0.4589,0.04265,1,0.53858,0.46913,0.42703,0.89209,2.2813,0.00796,0,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704
54,402.14,0.53119,0.94419,2.3764,0.00629,0.64566,0.04265,1,0.53858,0.4589,0.04265,1,0.53858,0.46913,0.42703,0.89209,2.2813,0.00796,0,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506
55,410.784,0.5713,1.0441,2.29397,0.00694,0.53992,0.55266,0.25,0.52912,0.48424,0.55266,0.25,0.52912,0.47826,0.42178,0.82581,2.15028,0.00802,0,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308
56,416.151,0.57269,1.03709,2.29112,0.00805,0.59252,0.55266,0.25,0.52912,0.48424,0.55266,0.25,0.52912,0.47826,0.42178,0.82581,2.15028,0.00802,0,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911
57,424.991,0.63707,1.14716,2.33002,0.0078,0.55584,0.70578,0.20089,0.57131,0.53173,0.70578,0.20089,0.57131,0.51481,0.40806,0.82654,2.05759,0.00775,0,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912
58,430.344,0.53168,0.92629,2.1575,0.00682,0.45354,0.70578,0.20089,0.57131,0.53173,0.70578,0.20089,0.57131,0.51481,0.40806,0.82654,2.05759,0.00775,0,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714
59,435.643,0.53343,0.89476,2.22131,0.00755,0.44862,0.70578,0.20089,0.57131,0.53173,0.70578,0.20089,0.57131,0.51481,0.40806,0.82654,2.05759,0.00775,0,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516
60,444.336,0.61581,0.925,2.19264,0.00861,0.48951,0.58355,0.35101,0.58315,0.53904,0.58355,0.35101,0.58315,0.52735,0.43074,0.83585,1.92655,0.00846,0,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318
61,449.595,0.5729,0.93473,2.12617,0.00755,0.56032,0.58355,0.35101,0.58315,0.53904,0.58355,0.35101,0.58315,0.52735,0.43074,0.83585,1.92655,0.00846,0,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812
62,455.143,0.56708,0.90926,2.05188,0.00817,0.46115,0.58355,0.35101,0.58315,0.53904,0.58355,0.35101,0.58315,0.52735,0.43074,0.83585,1.92655,0.00846,0,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922
63,463.946,0.58352,0.88585,2.0253,0.00779,0.4755,0.53237,0.58333,0.62045,0.55908,0.53237,0.58333,0.62045,0.56074,0.4878,0.81132,1.83046,0.00964,0,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724
64,469.541,0.59256,0.80216,1.96699,0.00689,0.48927,0.53237,0.58333,0.62045,0.55908,0.53237,0.58333,0.62045,0.56074,0.4878,0.81132,1.83046,0.00964,0,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526
65,478.363,0.59456,1.13384,2.02752,0.00689,0.53754,0.49196,0.6459,0.63411,0.58808,0.49196,0.6459,0.63411,0.5752,0.42961,0.7918,1.74596,0.00827,0,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328
66,483.793,0.54393,0.9831,1.87965,0.00682,0.41142,0.49196,0.6459,0.63411,0.58808,0.49196,0.6459,0.63411,0.5752,0.42961,0.7918,1.74596,0.00827,0,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713
67,489.228,0.51075,0.92541,1.855,0.00677,0.42561,0.49196,0.6459,0.63411,0.58808,0.49196,0.6459,0.63411,0.5752,0.42961,0.7918,1.74596,0.00827,0,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932
68,498.217,0.54354,0.94561,1.89135,0.00693,0.44737,0.46862,0.66155,0.63379,0.59114,0.46862,0.66155,0.63379,0.57003,0.43069,0.78757,1.66696,0.00841,0,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734
69,503.386,0.51673,0.7994,1.71438,0.00697,0.38931,0.46862,0.66155,0.63379,0.59114,0.46862,0.66155,0.63379,0.57003,0.43069,0.78757,1.66696,0.00841,0,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536
70,509.043,0.58024,0.9645,1.81541,0.00722,0.43636,0.46862,0.66155,0.63379,0.59114,0.46862,0.66155,0.63379,0.57003,0.43069,0.78757,1.66696,0.00841,0,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338
71,518.088,0.57378,0.87678,1.68553,0.00794,0.41684,0.43877,0.58333,0.59367,0.55137,0.43877,0.58333,0.59367,0.53341,0.3968,0.78864,1.61382,0.00746,0,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
72,523.475,0.57988,0.89835,1.64149,0.00696,0.5087,0.43877,0.58333,0.59367,0.55137,0.43877,0.58333,0.59367,0.53341,0.3968,0.78864,1.61382,0.00746,0,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942
73,532.503,0.55729,0.87105,1.76013,0.00717,0.40366,0.4323,0.66667,0.57091,0.52823,0.4323,0.66667,0.57091,0.51113,0.37796,0.77817,1.58627,0.00698,0,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744
74,537.669,0.58955,0.84309,1.58998,0.00781,0.4017,0.4323,0.66667,0.57091,0.52823,0.4323,0.66667,0.57091,0.51113,0.37796,0.77817,1.58627,0.00698,0,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546
75,543.218,0.56008,1.03673,1.5465,0.0064,0.4664,0.4323,0.66667,0.57091,0.52823,0.4323,0.66667,0.57091,0.51113,0.37796,0.77817,1.58627,0.00698,0,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348
76,552.139,0.5331,0.86687,1.46621,0.00671,0.41284,0.4762,0.68211,0.57315,0.53882,0.4762,0.68211,0.57315,0.51681,0.38377,0.75961,1.59254,0.0072,0,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515
77,557.527,0.5631,0.89886,1.69195,0.00725,0.40221,0.4762,0.68211,0.57315,0.53882,0.4762,0.68211,0.57315,0.51681,0.38377,0.75961,1.59254,0.0072,0,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952
78,562.86,0.54355,1.008,1.54076,0.00573,0.40432,0.4762,0.68211,0.57315,0.53882,0.4762,0.68211,0.57315,0.51681,0.38377,0.75961,1.59254,0.0072,0,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754
79,571.859,0.55071,0.82495,1.48778,0.00687,0.43427,0.50893,0.69121,0.58283,0.54096,0.50893,0.69121,0.58283,0.53206,0.40921,0.7525,1.5973,0.00783,0,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556
80,577.212,0.51398,0.91769,1.43876,0.00669,0.4084,0.50893,0.69121,0.58283,0.54096,0.50893,0.69121,0.58283,0.53206,0.40921,0.7525,1.5973,0.00783,0,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358
81,586.073,0.49107,0.7722,1.46469,0.00649,0.39443,0.53943,0.70833,0.60757,0.55924,0.53943,0.70833,0.60757,0.54972,0.42625,0.76911,1.62385,0.00819,0,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
82,591.371,0.57597,0.9207,1.61634,0.00897,0.63001,0.53943,0.70833,0.60757,0.55924,0.53943,0.70833,0.60757,0.54972,0.42625,0.76911,1.62385,0.00819,0,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962
83,596.471,0.5962,1.04801,1.57743,0.00727,0.39372,0.53943,0.70833,0.60757,0.55924,0.53943,0.70833,0.60757,0.54972,0.42625,0.76911,1.62385,0.00819,0,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764
84,605.578,0.57151,1.01575,1.54855,0.00654,0.40764,0.58425,0.70282,0.62002,0.57827,0.58425,0.70282,0.62002,0.55503,0.41615,0.75756,1.62455,0.00789,0,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566
85,610.949,0.57541,1.03607,1.45438,0.00651,0.39513,0.58425,0.70282,0.62002,0.57827,0.58425,0.70282,0.62002,0.55503,0.41615,0.75756,1.62455,0.00789,0,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368
86,616.217,0.49885,0.77384,1.39863,0.0064,0.37583,0.58425,0.70282,0.62002,0.57827,0.58425,0.70282,0.62002,0.55503,0.41615,0.75756,1.62455,0.00789,0,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317
87,625.327,0.51281,1.15005,1.45778,0.00622,0.35321,0.54768,0.66667,0.59366,0.54977,0.54768,0.66667,0.59366,0.53801,0.41229,0.75937,1.57463,0.00776,0,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972
88,630.623,0.62647,0.95358,1.62393,0.00725,0.44215,0.54768,0.66667,0.59366,0.54977,0.54768,0.66667,0.59366,0.53801,0.41229,0.75937,1.57463,0.00776,0,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774
89,639.321,0.54975,0.85884,1.42187,0.00644,0.39469,0.55627,0.66667,0.6384,0.58769,0.55627,0.66667,0.6384,0.57576,0.39722,0.76305,1.57659,0.00746,0,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576
90,644.791,0.52053,0.93454,1.43538,0.00672,0.55178,0.55627,0.66667,0.6384,0.58769,0.55627,0.66667,0.6384,0.57576,0.39722,0.76305,1.57659,0.00746,0,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378
91,650.355,0.45619,0.91879,2.1037,0.00832,1.1124,0.55627,0.66667,0.6384,0.58769,0.55627,0.66667,0.6384,0.57576,0.39722,0.76305,1.57659,0.00746,0,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218
92,659.365,0.47011,0.9184,2.02064,0.00804,1.50262,0.73869,0.70833,0.75313,0.70323,0.73869,0.70833,0.75313,0.67529,0.38322,0.74748,1.54373,0.00713,0,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982
93,665.013,0.42075,0.86615,2.11371,0.00767,0.70758,0.73869,0.70833,0.75313,0.70323,0.73869,0.70833,0.75313,0.67529,0.38322,0.74748,1.54373,0.00713,0,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784
94,670.308,0.45167,0.90388,2.07481,0.00896,0.77825,0.73869,0.70833,0.75313,0.70323,0.73869,0.70833,0.75313,0.67529,0.38322,0.74748,1.54373,0.00713,0,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586
95,679.26,0.44027,0.87536,2.11405,0.00864,0.44674,0.75698,0.625,0.79791,0.75162,0.75698,0.625,0.79791,0.7088,0.3645,0.7476,1.57431,0.00684,0,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388
96,684.802,0.41757,0.84148,2.0847,0.00739,0.84056,0.75698,0.625,0.79791,0.75162,0.75698,0.625,0.79791,0.7088,0.3645,0.7476,1.57431,0.00684,0,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119
97,693.551,0.48919,0.89349,2.14057,0.00887,0.96634,0.73067,0.79167,0.84945,0.79789,0.73067,0.79167,0.84945,0.75453,0.36873,0.74981,1.6077,0.007,0,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05
98,698.801,0.42687,0.9219,2.03048,0.00707,1.57699,0.73067,0.79167,0.84945,0.79789,0.73067,0.79167,0.84945,0.75453,0.36873,0.74981,1.6077,0.007,0,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05
99,704.058,0.39776,0.8279,2.12803,0.0071,0.93842,0.73067,0.79167,0.84945,0.79789,0.73067,0.79167,0.84945,0.75453,0.36873,0.74981,1.6077,0.007,0,0.0001788,5.96e-05,0.0001788,5.96e-05,0.0001788,5.96e-05,0.0001788,5.96e-05
