epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
22,188.815,0.96497,2.46764,3.08816,0.01421,2.56499,0.01,1,0.02553,0.02165,0.01,1,0.04616,0.02246,0.42511,1.94666,3.20301,0.00814,0,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842
23,197.786,0.98587,3.07471,2.95409,0.01569,2.36456,0.01,1,0.03238,0.0278,0.01,1,0.04561,0.02735,0.37996,1.98819,3.07578,0.00719,0,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
24,203.292,0.991,3.04728,3.01625,0.01557,2.53343,0.01,1,0.03238,0.0278,0.01,1,0.04561,0.02735,0.37996,1.98819,3.07578,0.00719,0,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446
25,212.184,0.7684,1.90976,2.97815,0.01007,2.1841,0.01,1,0.03347,0.0299,0.01,1,0.05228,0.03235,0.3749,1.67407,3.00369,0.00712,0,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
26,217.854,1.11367,2.98075,2.96221,0.01674,2.02698,0.01,1,0.03347,0.0299,0.01,1,0.05228,0.03235,0.3749,1.67407,3.00369,0.00712,0,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505
27,223.227,0.86945,2.21964,3.0109,0.0119,2.15379,0.01,1,0.03347,0.0299,0.01,1,0.05228,0.03235,0.3749,1.67407,3.00369,0.00712,0,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
28,231.864,0.98712,2.45703,2.95223,0.01521,2.06268,0.01,1,0.03634,0.0331,0.01,1,0.05242,0.03587,0.43329,1.33171,2.90173,0.00827,0,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654
29,237.737,0.88699,2.23955,2.96826,0.01318,1.82362,0.01,1,0.03634,0.0331,0.01,1,0.05242,0.03587,0.43329,1.33171,2.90173,0.00827,0,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
30,243.254,0.8003,1.88222,2.90695,0.01136,1.81574,0.01,1,0.03634,0.0331,0.01,1,0.05242,0.03587,0.43329,1.33171,2.90173,0.00827,0,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258
31,251.968,0.82537,2.18524,2.89067,0.01248,1.67318,0.01,1,0.04109,0.038,0.01,1,0.10414,0.04736,0.42795,1.36792,2.80735,0.00836,0,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
32,257.292,0.83054,2.05516,2.90145,0.01242,1.80399,0.01,1,0.04109,0.038,0.01,1,0.10414,0.04736,0.42795,1.36792,2.80735,0.00836,0,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862
33,266.201,0.83121,2.22401,2.8665,0.01197,1.59525,0.01,1,0.05454,0.04851,0.01,1,0.13368,0.07327,0.44607,1.18613,2.73385,0.00847,0,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
34,271.805,0.83259,2.00127,2.85294,0.01309,1.55084,0.01,1,0.05454,0.04851,0.01,1,0.13368,0.07327,0.44607,1.18613,2.73385,0.00847,0,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466
35,277.277,0.81771,1.70016,2.89558,0.01112,1.47627,0.01,1,0.05454,0.04851,0.01,1,0.13368,0.07327,0.44607,1.18613,2.73385,0.00847,0,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
36,286.615,0.93462,2.59241,2.88918,0.01318,1.58957,0.01,1,0.07138,0.06041,0.01,1,0.14954,0.09016,0.45719,1.1694,2.66586,0.00838,0,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307
37,292.1,0.73794,1.94561,2.84283,0.01138,1.43142,0.01,1,0.07138,0.06041,0.01,1,0.14954,0.09016,0.45719,1.1694,2.66586,0.00838,0,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
38,297.625,0.86031,1.9897,2.90851,0.01169,1.48,0.01,1,0.07138,0.06041,0.01,1,0.14954,0.09016,0.45719,1.1694,2.66586,0.00838,0,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674
39,306.505,0.73514,1.89813,2.8089,0.01182,1.2433,0.01,1,0.06977,0.06123,0.01,1,0.17168,0.09577,0.47131,1.16339,2.68395,0.00857,0,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
40,312.175,0.79303,2.05544,2.8491,0.01254,1.26324,0.01,1,0.06977,0.06123,0.01,1,0.17168,0.09577,0.47131,1.16339,2.68395,0.00857,0,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278
41,320.867,0.86027,2.25911,2.8726,0.01386,1.23969,0.01,1,0.07105,0.06209,0.01,1,0.18934,0.09758,0.44125,1.14304,2.69274,0.0084,0,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
42,326.226,0.61645,1.34401,2.75877,0.00853,1.14286,0.01,1,0.07105,0.06209,0.01,1,0.18934,0.09758,0.44125,1.14304,2.69274,0.0084,0,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882
43,331.731,0.93525,2.99448,2.78464,0.01631,1.35437,0.01,1,0.07105,0.06209,0.01,1,0.18934,0.09758,0.44125,1.14304,2.69274,0.0084,0,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684
44,340.296,0.64083,1.42296,2.79035,0.00874,1.18718,0.01,1,0.09566,0.08144,0.01,1,0.22479,0.11656,0.42165,1.09599,2.69368,0.00811,0,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486
45,345.973,0.71475,1.93677,2.72683,0.01094,1.02932,0.01,1,0.09566,0.08144,0.01,1,0.22479,0.11656,0.42165,1.09599,2.69368,0.00811,0,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288
46,351.498,0.72267,1.80657,2.77087,0.01013,0.98552,0.01,1,0.09566,0.08144,0.01,1,0.22479,0.11656,0.42165,1.09599,2.69368,0.00811,0,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109
47,360.478,0.6831,1.60532,2.71519,0.00952,1.05123,0.01,1,0.10791,0.09395,0.01,1,0.2334,0.1216,0.45743,1.06606,2.68073,0.00902,0,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892
48,366.209,0.79358,2.17984,2.69633,0.01248,1.16904,0.01,1,0.10791,0.09395,0.01,1,0.2334,0.1216,0.45743,1.06606,2.68073,0.00902,0,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694
49,374.884,0.71908,1.98809,2.69738,0.01013,0.93008,0.01,1,0.23334,0.13184,0.01,1,0.35995,0.24272,0.40447,1.06735,2.64666,0.00773,0,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496
50,380.403,0.74643,1.98155,2.64359,0.01083,0.92351,0.01,1,0.23334,0.13184,0.01,1,0.35995,0.24272,0.40447,1.06735,2.64666,0.00773,0,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298
51,385.955,0.69598,1.72428,2.69575,0.01069,0.97302,0.01,1,0.23334,0.13184,0.01,1,0.35995,0.24272,0.40447,1.06735,2.64666,0.00773,0,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101
52,394.89,0.79815,1.94149,2.69284,0.01057,1.13988,0.01,1,0.19623,0.16832,0.01,1,0.32533,0.20793,0.37708,0.98408,2.5627,0.00732,0,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902
53,400.553,0.66123,1.52932,2.66347,0.00863,0.86009,0.01,1,0.19623,0.16832,0.01,1,0.32533,0.20793,0.37708,0.98408,2.5627,0.00732,0,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704
54,406.077,0.66784,1.77521,2.60334,0.00971,0.98708,0.01,1,0.19623,0.16832,0.01,1,0.32533,0.20793,0.37708,0.98408,2.5627,0.00732,0,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506
55,414.94,0.8042,1.94393,2.67791,0.01102,0.82834,0.01,1,0.25968,0.2061,0.01,1,0.31045,0.25271,0.35457,0.94366,2.55428,0.00696,0,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308
56,420.473,0.62999,1.36464,2.55778,0.00844,0.76074,0.01,1,0.25968,0.2061,0.01,1,0.31045,0.25271,0.35457,0.94366,2.55428,0.00696,0,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911
57,429.693,0.7605,2.00314,2.6418,0.01108,1.11285,0.01,1,0.3127,0.29191,0.01,1,0.46458,0.30359,0.34101,0.85242,2.46051,0.00666,0,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912
58,435.308,0.75793,2.45997,2.61031,0.01059,1.0387,0.01,1,0.3127,0.29191,0.01,1,0.46458,0.30359,0.34101,0.85242,2.46051,0.00666,0,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714
59,440.844,0.66746,1.42269,2.52988,0.00883,0.92835,0.01,1,0.3127,0.29191,0.01,1,0.46458,0.30359,0.34101,0.85242,2.46051,0.00666,0,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516
60,450.167,0.76233,1.76948,2.5974,0.0103,0.80277,0.01,1,0.46695,0.43704,0.01,1,0.53584,0.43097,0.36235,0.89726,2.36834,0.00701,0,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318
61,455.503,0.7096,1.69283,2.51761,0.00984,0.87955,0.01,1,0.46695,0.43704,0.01,1,0.53584,0.43097,0.36235,0.89726,2.36834,0.00701,0,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812
62,460.941,0.65516,1.78544,2.47325,0.0105,0.86374,0.01,1,0.46695,0.43704,0.01,1,0.53584,0.43097,0.36235,0.89726,2.36834,0.00701,0,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922
63,469.862,0.57835,1.5273,2.44531,0.00908,0.8306,0.04549,1,0.61269,0.55945,0.04549,1,0.61269,0.56005,0.38096,0.84132,2.27131,0.00714,0,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724
64,475.468,0.78139,1.9368,2.50268,0.01014,1.019,0.04549,1,0.61269,0.55945,0.04549,1,0.61269,0.56005,0.38096,0.84132,2.27131,0.00714,0,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526
65,484.662,0.88318,2.36893,2.53931,0.01341,0.83457,0.03181,1,0.72757,0.67073,0.03181,1,0.72757,0.66475,0.36902,0.84176,2.23907,0.00698,0,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328
66,490.233,0.73585,2.02193,2.39234,0.01191,0.79361,0.03181,1,0.72757,0.67073,0.03181,1,0.72757,0.66475,0.36902,0.84176,2.23907,0.00698,0,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713
67,495.82,0.74897,1.73,2.43817,0.01024,0.89629,0.03181,1,0.72757,0.67073,0.03181,1,0.72757,0.66475,0.36902,0.84176,2.23907,0.00698,0,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932
68,505.227,0.78014,1.76742,2.40594,0.01181,1.00608,0.4421,0.95833,0.75152,0.70162,0.4421,0.95833,0.75152,0.68653,0.39835,0.84273,2.14919,0.00781,0,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734
69,510.758,0.66873,1.3593,2.32112,0.00899,0.66058,0.4421,0.95833,0.75152,0.70162,0.4421,0.95833,0.75152,0.68653,0.39835,0.84273,2.14919,0.00781,0,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536
70,516.239,0.7555,1.81256,2.41087,0.00915,0.81612,0.4421,0.95833,0.75152,0.70162,0.4421,0.95833,0.75152,0.68653,0.39835,0.84273,2.14919,0.00781,0,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338
71,524.961,0.72593,2.26177,2.30848,0.0107,0.75435,0.84247,0.22432,0.7497,0.69605,0.84247,0.22432,0.7497,0.68567,0.42174,0.76569,2.03511,0.00843,0,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
72,530.328,0.66404,1.54858,2.34577,0.00974,0.6646,0.84247,0.22432,0.7497,0.69605,0.84247,0.22432,0.7497,0.68567,0.42174,0.76569,2.03511,0.00843,0,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942
73,538.984,0.76441,2.02755,2.2356,0.01078,0.93532,0.67787,0.25,0.75833,0.71504,0.67787,0.25,0.75833,0.69689,0.43861,0.78478,1.90563,0.00882,0,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744
74,544.493,0.72596,1.65514,2.20136,0.01036,0.74426,0.67787,0.25,0.75833,0.71504,0.67787,0.25,0.75833,0.69689,0.43861,0.78478,1.90563,0.00882,0,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546
75,549.827,0.76345,1.68239,2.26959,0.01052,0.66379,0.67787,0.25,0.75833,0.71504,0.67787,0.25,0.75833,0.69689,0.43861,0.78478,1.90563,0.00882,0,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348
76,558.593,0.81066,2.16,2.2745,0.01267,1.1712,0.7411,0.59682,0.78595,0.74093,0.7411,0.59682,0.78595,0.7208,0.4466,0.79073,1.8239,0.00893,0,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515
77,564.403,0.63159,1.79091,2.16889,0.00758,0.64919,0.7411,0.59682,0.78595,0.74093,0.7411,0.59682,0.78595,0.7208,0.4466,0.79073,1.8239,0.00893,0,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952
78,569.874,0.69565,1.55141,2.16414,0.0095,0.62573,0.7411,0.59682,0.78595,0.74093,0.7411,0.59682,0.78595,0.7208,0.4466,0.79073,1.8239,0.00893,0,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754
79,578.619,0.73047,1.54174,2.13221,0.0087,0.82228,0.72134,0.75519,0.76208,0.71863,0.72134,0.75519,0.76208,0.70114,0.41503,0.76787,1.72461,0.00797,0,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556
80,584.189,0.76443,1.46333,2.12546,0.00994,0.60439,0.72134,0.75519,0.76208,0.71863,0.72134,0.75519,0.76208,0.70114,0.41503,0.76787,1.72461,0.00797,0,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358
81,592.99,0.72629,1.73776,2.0865,0.00982,0.75999,0.60056,0.79167,0.73943,0.69999,0.60056,0.79167,0.73943,0.68233,0.38752,0.74581,1.6702,0.00719,0,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
82,598.403,0.66331,1.30671,2.02814,0.00902,0.54289,0.60056,0.79167,0.73943,0.69999,0.60056,0.79167,0.73943,0.68233,0.38752,0.74581,1.6702,0.00719,0,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962
83,603.932,0.72644,1.75375,2.026,0.00978,0.771,0.60056,0.79167,0.73943,0.69999,0.60056,0.79167,0.73943,0.68233,0.38752,0.74581,1.6702,0.00719,0,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764
84,612.973,0.69504,1.71189,2.04691,0.0093,0.6495,0.6073,0.79167,0.73652,0.70276,0.6073,0.79167,0.73652,0.67913,0.37477,0.74163,1.64457,0.00694,0,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566
85,618.542,0.75713,1.47063,2.0468,0.01102,0.69768,0.6073,0.79167,0.73652,0.70276,0.6073,0.79167,0.73652,0.67913,0.37477,0.74163,1.64457,0.00694,0,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368
86,624.19,0.78356,1.78871,2.0674,0.01021,0.85843,0.6073,0.79167,0.73652,0.70276,0.6073,0.79167,0.73652,0.67913,0.37477,0.74163,1.64457,0.00694,0,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317
87,633.147,0.64657,1.26381,1.82985,0.00852,0.53161,0.64874,0.875,0.75234,0.70946,0.64874,0.875,0.75234,0.69399,0.36201,0.76323,1.59858,0.00675,0,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972
88,638.593,0.64502,1.36519,1.88446,0.00854,0.63162,0.64874,0.875,0.75234,0.70946,0.64874,0.875,0.75234,0.69399,0.36201,0.76323,1.59858,0.00675,0,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774
89,647.417,0.76891,2.0367,2.00594,0.01094,0.64694,0.68171,0.79167,0.77166,0.72292,0.68171,0.79167,0.77166,0.71102,0.35709,0.75414,1.54832,0.00657,0,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576
90,652.625,0.6294,1.31471,1.90702,0.00899,0.58664,0.68171,0.79167,0.77166,0.72292,0.68171,0.79167,0.77166,0.71102,0.35709,0.75414,1.54832,0.00657,0,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378
91,658.156,0.49261,1.11409,1.87893,0.00995,1.02052,0.68171,0.79167,0.77166,0.72292,0.68171,0.79167,0.77166,0.71102,0.35709,0.75414,1.54832,0.00657,0,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218
